,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
143,tensor(0.3811),tensor(1.0748),tensor(-0.1489),tensor(-0.9611),tensor(0.2362),tensor(-0.3428),tensor(-0.0785),tensor(-1.2478),tensor(0.6535),tensor(0.0242),tensor(0.3223),tensor(-0.7508),tensor(-1.7174),tensor(-1.4895),tensor(-0.0161),tensor(-0.2905),tensor(-0.3475),tensor(-1.1629),tensor(0.4079),tensor(-0.0740),tensor(-0.5331),tensor(-2.0426),tensor(-0.0603),tensor(1.5018),tensor(1.3947),tensor(0.8330),tensor(-0.8447),tensor(0.7224),tensor(-1.1186),tensor(-0.4608),tensor(-0.9826),tensor(-1.2852),tensor(-1.1502),tensor(-0.6695),tensor(-0.9563),tensor(-0.3188),tensor(-0.2970),tensor(-0.6798),tensor(0.8483),tensor(1.3807),tensor(0.4428),tensor(0.8924),tensor(-0.6251),tensor(0.6532),tensor(-0.2319),tensor(2.6073),tensor(-1.4044),tensor(-0.3883),tensor(-1.1723),tensor(-0.2871),tensor(0.1734),tensor(2.5321),tensor(-0.0082),tensor(-0.2215),tensor(-0.1946),tensor(-0.0804),tensor(-3.0870),tensor(0.9803),tensor(-1.9363),tensor(-0.0326),tensor(1.9938),tensor(0.5433),tensor(0.4849),tensor(-1.0332),tensor(-1.5735),tensor(-1.0181),tensor(0.0203),tensor(1.0235),tensor(0.9457),tensor(1.9566),tensor(0.2118),tensor(0.0442),tensor(0.2059),tensor(0.2209),tensor(-1.1898),tensor(-0.2991),tensor(-1.9054),tensor(0.0248),tensor(0.3887),tensor(1.0917),tensor(-0.0793),tensor(-0.5587),tensor(1.5847),tensor(-1.0114),tensor(0.2471),tensor(1.0877),tensor(-0.3748),tensor(-0.0654),tensor(0.4216),tensor(1.5052),tensor(1.3547),tensor(-1.0121),tensor(0.8967),tensor(0.4239),tensor(-0.6913),tensor(-0.9705),tensor(-0.3334),tensor(0.5039),tensor(0.0856),tensor(1.8220),tensor(0.1011),tensor(0.5680),tensor(-0.7415),tensor(1.0198),tensor(-0.1691),tensor(0.1895),tensor(-0.0727),tensor(-0.1726),tensor(0.9298),tensor(-1.6767),tensor(-0.1097),tensor(1.3620),tensor(0.2362),tensor(-0.1185),tensor(1.6178),tensor(-0.2405),tensor(1.2786),tensor(1.5544),tensor(-0.6381),tensor(-0.5079),tensor(-0.2767),tensor(0.9697),tensor(2.0040),tensor(-0.4076),tensor(1.5712),tensor(-0.5700),tensor(0.7130),tensor(1.0621)
144,tensor(0.6879),tensor(3.4487),tensor(1.5895),tensor(0.1542),tensor(-2.8293),tensor(-0.6713),tensor(2.0620),tensor(-2.5560),tensor(2.8485),tensor(-2.2676),tensor(-2.2975),tensor(-2.0159),tensor(0.0916),tensor(1.1441),tensor(-4.0225),tensor(2.1729),tensor(-2.1705),tensor(1.5592),tensor(-1.6699),tensor(-0.7602),tensor(-0.5864),tensor(0.3082),tensor(-0.3706),tensor(-0.9638),tensor(3.8877),tensor(-1.8862),tensor(-0.9708),tensor(-0.0687),tensor(-0.4825),tensor(-2.0743),tensor(-0.6082),tensor(2.0161),tensor(0.2512),tensor(2.1768),tensor(0.7467),tensor(-1.2092),tensor(-0.6446),tensor(-1.4622),tensor(2.3984),tensor(-1.1643),tensor(3.0215),tensor(-1.7476),tensor(-0.1275),tensor(1.2939),tensor(-1.6695),tensor(0.9972),tensor(-1.2877),tensor(-2.8024),tensor(1.5336),tensor(0.8365),tensor(-2.4767),tensor(0.7712),tensor(1.1497),tensor(0.9085),tensor(-0.7969),tensor(1.1431),tensor(-2.5937),tensor(4.5103),tensor(1.3459),tensor(0.9013),tensor(3.5945),tensor(-0.5724),tensor(0.4493),tensor(2.5601),tensor(0.0893),tensor(-0.2782),tensor(2.8944),tensor(3.7275),tensor(-1.4230),tensor(0.6225),tensor(0.4011),tensor(-1.3808),tensor(0.8761),tensor(-3.0846),tensor(-2.2492),tensor(2.3352),tensor(0.1034),tensor(-0.2327),tensor(0.3836),tensor(0.4181),tensor(-2.2582),tensor(-0.9706),tensor(1.3004),tensor(-0.2968),tensor(2.7080),tensor(1.0269),tensor(0.1022),tensor(-0.0655),tensor(-1.0051),tensor(3.8499),tensor(2.2955),tensor(-0.2394),tensor(-2.0611),tensor(2.6471),tensor(-1.3184),tensor(-1.4354),tensor(-2.1073),tensor(-0.9298),tensor(-0.6795),tensor(3.0143),tensor(2.1680),tensor(0.7248),tensor(-1.3349),tensor(0.1422),tensor(0.4623),tensor(-0.5738),tensor(0.7118),tensor(-2.3578),tensor(1.0092),tensor(-0.9796),tensor(0.2875),tensor(1.0366),tensor(0.6081),tensor(0.8188),tensor(0.0860),tensor(-3.3615),tensor(1.6943),tensor(-2.4437),tensor(1.1127),tensor(1.1614),tensor(-2.9064),tensor(3.1074),tensor(0.5937),tensor(2.2910),tensor(0.4222),tensor(-2.4608),tensor(1.4857),tensor(-6.1603)
145,tensor(-0.6038),tensor(-0.6862),tensor(-0.5988),tensor(-0.0688),tensor(-1.7706),tensor(-1.8674),tensor(4.5983),tensor(0.1871),tensor(-2.7748),tensor(-0.4252),tensor(3.8487),tensor(-0.4643),tensor(-2.5102),tensor(0.0254),tensor(-0.3765),tensor(1.0247),tensor(-1.4264),tensor(-1.2874),tensor(-0.2904),tensor(-2.9215),tensor(-0.5286),tensor(4.5611),tensor(2.5827),tensor(5.4247),tensor(1.5913),tensor(2.9884),tensor(-1.5118),tensor(-2.5064),tensor(4.3695),tensor(-3.5389),tensor(-1.8820),tensor(-0.9742),tensor(-2.0452),tensor(2.5009),tensor(-0.9775),tensor(1.0388),tensor(-3.3861),tensor(3.1432),tensor(-1.5869),tensor(-0.0373),tensor(2.6085),tensor(0.6603),tensor(1.6999),tensor(-0.5181),tensor(-1.4112),tensor(3.3246),tensor(2.2003),tensor(-4.0889),tensor(-2.0104),tensor(1.2253),tensor(1.9849),tensor(-0.3368),tensor(4.3855),tensor(2.2699),tensor(2.3768),tensor(2.4508),tensor(-0.4673),tensor(-0.0323),tensor(0.8752),tensor(-1.8841),tensor(3.0570),tensor(-2.1743),tensor(-2.5816),tensor(-0.0657),tensor(4.3881),tensor(-1.7150),tensor(-1.7367),tensor(1.3226),tensor(4.9029),tensor(-2.2702),tensor(4.5279),tensor(0.2356),tensor(0.5949),tensor(-0.4442),tensor(0.0188),tensor(-1.3268),tensor(-1.9422),tensor(3.3723),tensor(0.1489),tensor(2.6059),tensor(-1.2054),tensor(0.8941),tensor(3.0193),tensor(0.2380),tensor(-1.2156),tensor(0.9580),tensor(4.3242),tensor(4.2256),tensor(-2.4188),tensor(0.1507),tensor(-0.2686),tensor(0.0461),tensor(3.3945),tensor(1.7204),tensor(-3.1189),tensor(-1.3242),tensor(-0.8798),tensor(3.0306),tensor(0.2400),tensor(1.2311),tensor(1.9980),tensor(-4.9122),tensor(-0.3008),tensor(3.2367),tensor(-4.3465),tensor(2.9827),tensor(3.2534),tensor(1.4828),tensor(-0.7267),tensor(-0.7911),tensor(-0.7577),tensor(2.2388),tensor(-4.9224),tensor(-1.5015),tensor(-3.8463),tensor(1.7445),tensor(-4.0122),tensor(-0.7983),tensor(0.7847),tensor(-0.8513),tensor(0.8502),tensor(-0.2022),tensor(0.6194),tensor(0.6502),tensor(2.0642),tensor(1.9446),tensor(-2.0503),tensor(-1.6338)
146,tensor(1.0483),tensor(0.9408),tensor(-0.3721),tensor(-0.2406),tensor(1.0624),tensor(-0.7976),tensor(-0.7077),tensor(-1.2426),tensor(0.6500),tensor(-0.6473),tensor(-0.5253),tensor(1.0123),tensor(0.2217),tensor(0.1198),tensor(0.4015),tensor(1.0176),tensor(-1.5105),tensor(-1.1136),tensor(-0.8882),tensor(-0.5404),tensor(-0.4099),tensor(1.0318),tensor(-0.3028),tensor(1.9651),tensor(1.2835),tensor(0.9299),tensor(-1.4693),tensor(0.1631),tensor(0.6576),tensor(0.2074),tensor(-0.2514),tensor(-0.7200),tensor(0.7467),tensor(-0.2894),tensor(0.6750),tensor(-0.4614),tensor(0.5928),tensor(-0.1831),tensor(0.2081),tensor(1.3710),tensor(0.6023),tensor(-0.9574),tensor(1.8733),tensor(-0.0554),tensor(-0.3267),tensor(1.4577),tensor(-0.0852),tensor(-0.9293),tensor(-0.2866),tensor(1.2350),tensor(-1.4994),tensor(0.1547),tensor(1.1573),tensor(0.6155),tensor(-0.2583),tensor(0.3063),tensor(-0.2294),tensor(1.8844),tensor(0.8826),tensor(-1.3058),tensor(1.3417),tensor(1.5321),tensor(-0.5837),tensor(0.5819),tensor(0.0754),tensor(-0.5908),tensor(-0.0786),tensor(0.7681),tensor(0.1661),tensor(1.0496),tensor(0.3239),tensor(0.0749),tensor(-0.9835),tensor(0.3743),tensor(-0.8971),tensor(1.3813),tensor(0.0895),tensor(-0.2114),tensor(-0.0120),tensor(0.1017),tensor(-0.2771),tensor(1.5482),tensor(1.1912),tensor(-0.2295),tensor(-0.4831),tensor(0.6617),tensor(0.2122),tensor(-0.2008),tensor(-0.4281),tensor(1.0094),tensor(1.4468),tensor(0.1473),tensor(0.9861),tensor(1.0004),tensor(-0.1766),tensor(-0.0210),tensor(-0.1116),tensor(-0.1213),tensor(0.0417),tensor(0.4014),tensor(1.0337),tensor(0.4605),tensor(-0.5339),tensor(0.2079),tensor(-0.4946),tensor(-0.7784),tensor(0.2619),tensor(-1.0293),tensor(0.9158),tensor(-0.2081),tensor(-0.3929),tensor(-0.1053),tensor(-0.2915),tensor(-0.5991),tensor(-0.0870),tensor(-0.1174),tensor(-0.9714),tensor(0.0613),tensor(0.5750),tensor(-0.2832),tensor(-0.2770),tensor(1.2246),tensor(-0.1018),tensor(-0.5208),tensor(-0.1382),tensor(-0.8070),tensor(-0.7795),tensor(-1.9845)
147,tensor(-1.0645),tensor(-2.9648),tensor(-1.2155),tensor(-2.7918),tensor(-5.5681),tensor(1.8237),tensor(1.7340),tensor(0.7481),tensor(-3.1373),tensor(0.1182),tensor(2.8678),tensor(-1.1026),tensor(3.5232),tensor(0.5487),tensor(-1.0132),tensor(-2.3430),tensor(2.7026),tensor(1.6970),tensor(2.9933),tensor(3.1975),tensor(2.8895),tensor(-1.5870),tensor(5.3438),tensor(-2.8647),tensor(-3.5501),tensor(-2.9493),tensor(5.6371),tensor(-0.1274),tensor(-0.4816),tensor(0.3781),tensor(-1.9156),tensor(1.4600),tensor(-5.0844),tensor(3.2832),tensor(0.0747),tensor(1.5070),tensor(-3.7762),tensor(1.5318),tensor(-6.0993),tensor(-1.6800),tensor(-1.1163),tensor(1.2194),tensor(-5.7826),tensor(-1.2893),tensor(0.3058),tensor(-3.2100),tensor(-0.1170),tensor(1.6167),tensor(0.3069),tensor(-3.2890),tensor(2.8428),tensor(-1.2701),tensor(-2.4942),tensor(-2.5193),tensor(0.2121),tensor(-0.6604),tensor(3.8586),tensor(-5.7340),tensor(-2.0556),tensor(4.5009),tensor(-3.1055),tensor(-4.6495),tensor(-0.6814),tensor(-0.7669),tensor(2.1566),tensor(1.7303),tensor(0.9255),tensor(-3.1929),tensor(1.2850),tensor(-6.2155),tensor(-2.1531),tensor(1.3824),tensor(2.1908),tensor(-2.4914),tensor(-0.1323),tensor(-5.8694),tensor(-1.3444),tensor(1.4562),tensor(-3.0107),tensor(-0.5310),tensor(2.8913),tensor(1.3129),tensor(-4.9239),tensor(0.6160),tensor(-2.8125),tensor(-2.4703),tensor(-1.7595),tensor(2.5092),tensor(2.1330),tensor(-3.6172),tensor(-4.9810),tensor(1.9485),tensor(-2.0373),tensor(-1.4462),tensor(3.7170),tensor(1.1293),tensor(1.6103),tensor(0.7342),tensor(-2.1565),tensor(-0.1918),tensor(2.2218),tensor(-3.3221),tensor(-0.5276),tensor(-2.7456),tensor(-0.5033),tensor(3.7031),tensor(0.0608),tensor(2.9988),tensor(-4.7857),tensor(3.6823),tensor(-0.7953),tensor(-2.4247),tensor(-0.8472),tensor(-0.1599),tensor(-4.5725),tensor(3.2358),tensor(-1.8975),tensor(-0.5834),tensor(-0.9306),tensor(2.1966),tensor(1.5837),tensor(-4.2675),tensor(-3.0988),tensor(0.4833),tensor(-1.0826),tensor(3.6712),tensor(2.8801),tensor(6.7272)
148,tensor(1.0054),tensor(1.7453),tensor(-0.9048),tensor(-0.2757),tensor(0.8853),tensor(-0.2685),tensor(0.0500),tensor(-1.3567),tensor(0.0765),tensor(-0.7428),tensor(-0.2434),tensor(0.2656),tensor(-1.1667),tensor(1.4631),tensor(0.1483),tensor(1.6449),tensor(-1.7296),tensor(-0.5719),tensor(-1.0714),tensor(-0.5175),tensor(-0.5214),tensor(1.3804),tensor(0.0545),tensor(1.7993),tensor(1.3141),tensor(0.4918),tensor(-0.5831),tensor(-0.8815),tensor(1.7088),tensor(-0.1810),tensor(1.1792),tensor(-0.4604),tensor(0.4421),tensor(0.0450),tensor(0.8526),tensor(0.8923),tensor(-0.5515),tensor(0.2149),tensor(0.0841),tensor(1.0724),tensor(1.2608),tensor(-0.1602),tensor(2.4440),tensor(0.4900),tensor(-0.5203),tensor(1.7050),tensor(0.2448),tensor(-1.0979),tensor(-0.3557),tensor(1.5862),tensor(-1.3834),tensor(-0.1312),tensor(1.1400),tensor(0.6549),tensor(0.0902),tensor(0.2975),tensor(0.8085),tensor(1.5891),tensor(1.2761),tensor(-1.5881),tensor(1.6530),tensor(1.4271),tensor(-0.3044),tensor(0.9378),tensor(0.7499),tensor(-1.6093),tensor(-0.5098),tensor(0.7112),tensor(0.2606),tensor(0.5977),tensor(1.6846),tensor(-0.6810),tensor(-0.4016),tensor(-0.5682),tensor(-0.5549),tensor(1.1653),tensor(-0.0205),tensor(0.1729),tensor(0.3029),tensor(0.1927),tensor(-1.2742),tensor(1.1681),tensor(0.8131),tensor(-1.0920),tensor(0.0630),tensor(0.6327),tensor(0.4978),tensor(-0.8800),tensor(0.1648),tensor(1.2169),tensor(1.5823),tensor(-0.1397),tensor(1.1188),tensor(1.1963),tensor(-0.3562),tensor(-0.5156),tensor(0.2429),tensor(0.2506),tensor(-0.3328),tensor(1.8291),tensor(0.3962),tensor(-0.3949),tensor(-0.2867),tensor(1.3446),tensor(-0.6439),tensor(-0.9008),tensor(-0.2904),tensor(-0.1425),tensor(0.7737),tensor(-0.9803),tensor(-0.8770),tensor(-0.6455),tensor(-1.1268),tensor(-0.7602),tensor(-1.2257),tensor(-0.6760),tensor(-1.1123),tensor(1.5456),tensor(0.0683),tensor(-0.7547),tensor(1.0561),tensor(2.3694),tensor(0.9399),tensor(-0.5032),tensor(1.0263),tensor(-0.3668),tensor(-0.5776),tensor(-2.3248)
149,tensor(-0.4204),tensor(0.4776),tensor(0.5824),tensor(1.2877),tensor(3.1205),tensor(0.0976),tensor(-1.6980),tensor(0.5675),tensor(-0.0426),tensor(0.9094),tensor(-0.8341),tensor(0.0382),tensor(0.1895),tensor(0.0636),tensor(0.1409),tensor(-0.5787),tensor(-0.1888),tensor(0.7935),tensor(-1.4193),tensor(-1.6868),tensor(-0.7805),tensor(0.6549),tensor(-0.7769),tensor(-1.0461),tensor(1.0243),tensor(1.6123),tensor(-0.3357),tensor(-1.0783),tensor(0.0142),tensor(1.2310),tensor(0.4833),tensor(0.2974),tensor(1.3844),tensor(-1.0059),tensor(0.8560),tensor(-1.9080),tensor(0.4674),tensor(-1.9816),tensor(4.3781),tensor(-0.3956),tensor(0.4184),tensor(-1.3953),tensor(1.0202),tensor(1.7470),tensor(-0.0617),tensor(-0.2285),tensor(0.5007),tensor(0.4167),tensor(1.2547),tensor(-1.7879),tensor(0.5569),tensor(0.4964),tensor(2.7033),tensor(-0.6544),tensor(0.2216),tensor(1.4569),tensor(-1.1490),tensor(-0.1776),tensor(1.1694),tensor(-1.6110),tensor(1.6872),tensor(0.8523),tensor(-1.2586),tensor(0.5820),tensor(-0.3794),tensor(-0.3077),tensor(0.0824),tensor(0.1636),tensor(-0.1101),tensor(0.7137),tensor(-0.0615),tensor(0.2432),tensor(-0.1612),tensor(1.7485),tensor(0.3451),tensor(1.9723),tensor(0.4465),tensor(-0.3891),tensor(0.5066),tensor(-0.2800),tensor(-1.3097),tensor(0.1756),tensor(0.4285),tensor(-0.1483),tensor(1.7843),tensor(1.9079),tensor(-0.5270),tensor(-0.0906),tensor(-1.0325),tensor(1.1523),tensor(0.8303),tensor(-0.8244),tensor(-2.2808),tensor(0.2276),tensor(0.2377),tensor(0.3803),tensor(-1.1393),tensor(-0.6249),tensor(-0.5845),tensor(0.4801),tensor(0.4177),tensor(1.1938),tensor(0.1110),tensor(-0.2983),tensor(0.9795),tensor(-1.5013),tensor(0.1286),tensor(-3.5984),tensor(1.2144),tensor(-1.7030),tensor(0.2274),tensor(0.0748),tensor(-0.2392),tensor(-0.0125),tensor(2.8557),tensor(-1.3802),tensor(0.9262),tensor(-2.0048),tensor(-0.5881),tensor(-0.6304),tensor(-2.2911),tensor(-0.2451),tensor(0.2916),tensor(-0.9943),tensor(-1.0217),tensor(-0.5190),tensor(-0.1364),tensor(-3.0368)
150,tensor(0.5917),tensor(0.7679),tensor(-0.3097),tensor(-0.0652),tensor(0.7613),tensor(-1.4084),tensor(-0.6648),tensor(-1.0672),tensor(0.1244),tensor(-0.2087),tensor(0.1647),tensor(-0.0134),tensor(0.0451),tensor(0.0206),tensor(0.0103),tensor(0.8729),tensor(-1.9983),tensor(-0.8572),tensor(-0.4459),tensor(0.1211),tensor(0.0244),tensor(0.6410),tensor(-0.1892),tensor(2.1298),tensor(1.4601),tensor(0.6383),tensor(-1.2425),tensor(0.0005),tensor(0.0991),tensor(-0.1803),tensor(-0.6484),tensor(-0.3855),tensor(-0.1196),tensor(0.1988),tensor(0.2607),tensor(0.2862),tensor(-0.3161),tensor(0.2114),tensor(1.1759),tensor(0.8795),tensor(0.7973),tensor(-1.2563),tensor(1.6667),tensor(-0.4291),tensor(-1.0880),tensor(1.1631),tensor(-0.3246),tensor(-1.2018),tensor(0.0038),tensor(1.0447),tensor(-1.5251),tensor(-0.0270),tensor(1.0831),tensor(0.4018),tensor(-0.4551),tensor(1.0473),tensor(-0.6320),tensor(2.5198),tensor(1.1410),tensor(-0.8447),tensor(1.0001),tensor(1.5304),tensor(-0.7241),tensor(0.6438),tensor(0.6712),tensor(-1.1694),tensor(-0.4884),tensor(0.5056),tensor(0.1109),tensor(-0.2779),tensor(-0.0164),tensor(0.0488),tensor(0.3388),tensor(0.4092),tensor(-0.5214),tensor(2.1820),tensor(-0.5888),tensor(0.3722),tensor(0.5896),tensor(0.2338),tensor(-0.5047),tensor(1.3549),tensor(0.4330),tensor(0.0514),tensor(0.1573),tensor(-0.4239),tensor(0.5257),tensor(-0.7578),tensor(0.6998),tensor(1.2824),tensor(1.4824),tensor(0.5104),tensor(0.4374),tensor(0.8959),tensor(-1.0271),tensor(-0.3559),tensor(0.9272),tensor(0.9177),tensor(0.4354),tensor(0.6104),tensor(-0.1673),tensor(0.6847),tensor(-0.2991),tensor(0.2086),tensor(-0.5850),tensor(-0.9881),tensor(1.1064),tensor(-1.2894),tensor(0.1958),tensor(-1.5555),tensor(-1.1143),tensor(0.3215),tensor(-1.1343),tensor(-0.0300),tensor(0.3157),tensor(-1.1726),tensor(-0.8188),tensor(0.1876),tensor(-0.0102),tensor(0.1418),tensor(-0.1246),tensor(1.8412),tensor(-0.4425),tensor(-0.0651),tensor(0.0241),tensor(-0.8034),tensor(-0.5755),tensor(-2.4134)
151,tensor(-2.0589),tensor(-3.7563),tensor(-2.2495),tensor(-1.1430),tensor(-3.4418),tensor(2.3791),tensor(3.3082),tensor(2.6759),tensor(-3.3517),tensor(0.5936),tensor(1.8653),tensor(-1.3977),tensor(-1.3692),tensor(-0.8253),tensor(-0.1769),tensor(-4.0177),tensor(0.3811),tensor(0.7845),tensor(1.5156),tensor(1.3983),tensor(1.2049),tensor(1.3827),tensor(0.8475),tensor(-2.0091),tensor(1.1601),tensor(-0.8025),tensor(1.6850),tensor(-0.7430),tensor(1.1787),tensor(-2.9480),tensor(-1.7998),tensor(-0.4071),tensor(-2.1217),tensor(1.3753),tensor(-1.7619),tensor(2.2936),tensor(-1.7618),tensor(2.7877),tensor(-4.4784),tensor(-0.8770),tensor(0.2446),tensor(1.7994),tensor(-5.0132),tensor(-2.7007),tensor(1.4296),tensor(-5.1398),tensor(0.1160),tensor(-1.0366),tensor(-0.3306),tensor(-3.5387),tensor(2.1563),tensor(0.9079),tensor(-2.2954),tensor(-1.8303),tensor(0.4230),tensor(0.4062),tensor(0.4731),tensor(-2.0588),tensor(-1.4998),tensor(3.0414),tensor(-1.7418),tensor(-4.0757),tensor(1.9400),tensor(-0.9387),tensor(0.4185),tensor(0.9812),tensor(-0.6357),tensor(-3.1151),tensor(2.6754),tensor(-2.8531),tensor(0.4750),tensor(2.2046),tensor(-0.4237),tensor(0.8025),tensor(-1.3122),tensor(-4.9820),tensor(-0.2395),tensor(1.7398),tensor(-2.5042),tensor(0.0797),tensor(0.2726),tensor(-2.9949),tensor(-3.4638),tensor(0.4902),tensor(-0.5973),tensor(-3.4362),tensor(0.7526),tensor(2.2033),tensor(-1.2659),tensor(-0.4918),tensor(-4.5351),tensor(0.0966),tensor(1.4830),tensor(-0.6552),tensor(4.1459),tensor(0.6702),tensor(0.3989),tensor(0.0864),tensor(-0.2739),tensor(-0.7129),tensor(-0.7318),tensor(-3.5414),tensor(-1.0859),tensor(2.8565),tensor(-1.9437),tensor(4.9238),tensor(3.0015),tensor(0.5253),tensor(-3.7953),tensor(1.0410),tensor(1.0191),tensor(3.1833),tensor(-1.2943),tensor(-0.6096),tensor(-3.1801),tensor(4.7490),tensor(-1.3352),tensor(-0.5979),tensor(0.2985),tensor(0.8023),tensor(0.6761),tensor(-5.0640),tensor(0.4772),tensor(0.0904),tensor(-1.6981),tensor(0.4809),tensor(2.7601),tensor(3.2683)
152,tensor(1.7273),tensor(0.5021),tensor(-0.1828),tensor(-0.0406),tensor(1.0605),tensor(-0.2683),tensor(-1.3378),tensor(-0.6396),tensor(0.6192),tensor(-0.4093),tensor(-0.4715),tensor(0.9012),tensor(-0.6158),tensor(-1.4367),tensor(0.0250),tensor(2.0423),tensor(-1.0806),tensor(-2.1420),tensor(-1.8350),tensor(-1.1487),tensor(-0.2731),tensor(0.5019),tensor(-0.6781),tensor(1.9476),tensor(1.3777),tensor(0.8696),tensor(-0.2727),tensor(0.0202),tensor(0.3796),tensor(0.2305),tensor(0.2015),tensor(-1.0703),tensor(0.1477),tensor(-0.7400),tensor(-0.7872),tensor(-0.7945),tensor(0.6781),tensor(0.0493),tensor(1.9100),tensor(2.4871),tensor(0.8048),tensor(-0.8469),tensor(3.0937),tensor(0.7802),tensor(-0.5578),tensor(2.2949),tensor(0.2696),tensor(-1.6932),tensor(-0.6644),tensor(2.1533),tensor(-0.6670),tensor(-0.0103),tensor(2.1032),tensor(0.3125),tensor(0.4500),tensor(0.3520),tensor(-0.7386),tensor(2.6088),tensor(0.7359),tensor(-1.9196),tensor(1.2523),tensor(1.5295),tensor(-1.5901),tensor(0.4422),tensor(0.4188),tensor(-1.5757),tensor(0.2922),tensor(1.1340),tensor(0.4513),tensor(1.3408),tensor(1.1892),tensor(-0.0916),tensor(-1.1396),tensor(-0.1376),tensor(-1.6538),tensor(2.4985),tensor(-0.8123),tensor(-0.2046),tensor(-0.2404),tensor(-0.7187),tensor(-1.4086),tensor(1.3927),tensor(1.4555),tensor(-0.3265),tensor(-0.4762),tensor(1.3261),tensor(0.5961),tensor(-0.6193),tensor(-0.2565),tensor(0.3251),tensor(1.7242),tensor(0.6626),tensor(1.1362),tensor(1.5512),tensor(-0.8657),tensor(-0.6758),tensor(0.0800),tensor(0.0942),tensor(-0.5444),tensor(0.0451),tensor(0.3454),tensor(-0.3240),tensor(1.2539),tensor(0.2300),tensor(-0.3467),tensor(-0.2936),tensor(0.0928),tensor(-1.1962),tensor(0.5914),tensor(-0.4237),tensor(0.8663),tensor(0.4397),tensor(-0.4958),tensor(-0.5579),tensor(-0.9823),tensor(-0.5312),tensor(-1.4263),tensor(0.1465),tensor(0.7661),tensor(-1.1784),tensor(-0.0825),tensor(2.2607),tensor(0.0095),tensor(-0.5154),tensor(0.0297),tensor(-0.1432),tensor(-0.2784),tensor(-1.3740)
153,tensor(-1.8055),tensor(-0.0282),tensor(-0.6800),tensor(0.7422),tensor(0.4624),tensor(0.7166),tensor(0.0898),tensor(1.4150),tensor(-0.4040),tensor(-1.1608),tensor(-0.2346),tensor(-0.3643),tensor(0.7837),tensor(0.8129),tensor(0.0457),tensor(-1.5313),tensor(0.7325),tensor(2.2224),tensor(2.5838),tensor(1.3976),tensor(0.3344),tensor(-1.3601),tensor(0.0517),tensor(-2.5515),tensor(-0.8612),tensor(-1.1645),tensor(0.5492),tensor(-0.4404),tensor(-0.1082),tensor(-0.0667),tensor(1.9408),tensor(-0.4771),tensor(-1.8712),tensor(1.0186),tensor(0.6161),tensor(0.0850),tensor(0.9967),tensor(-0.3280),tensor(-1.9986),tensor(-2.1522),tensor(-0.8708),tensor(1.6260),tensor(-3.0246),tensor(2.1312),tensor(0.4433),tensor(-1.6923),tensor(-0.8109),tensor(-0.8322),tensor(-0.5571),tensor(-1.2297),tensor(1.0405),tensor(-0.9034),tensor(-1.6971),tensor(-0.1925),tensor(0.4875),tensor(-1.1565),tensor(2.3432),tensor(-1.0913),tensor(-0.9850),tensor(1.4454),tensor(-1.4508),tensor(-1.0063),tensor(-0.5979),tensor(-1.2150),tensor(-0.1791),tensor(2.8122),tensor(-1.2240),tensor(-0.5567),tensor(0.0596),tensor(-1.7721),tensor(-1.0906),tensor(1.2654),tensor(0.8650),tensor(-0.2658),tensor(0.5035),tensor(-1.7013),tensor(1.8397),tensor(0.2953),tensor(0.6994),tensor(1.4261),tensor(1.4607),tensor(-0.1958),tensor(-2.7200),tensor(-1.4811),tensor(-0.6193),tensor(-1.9270),tensor(-0.1791),tensor(-0.4647),tensor(-0.0735),tensor(-0.7891),tensor(-0.3604),tensor(1.3164),tensor(-0.5820),tensor(-0.7728),tensor(0.0887),tensor(-0.6647),tensor(0.3154),tensor(-0.7997),tensor(0.1933),tensor(0.5935),tensor(-1.2432),tensor(0.6269),tensor(-0.6280),tensor(0.2160),tensor(1.3789),tensor(-0.5779),tensor(0.3240),tensor(0.8014),tensor(-2.0505),tensor(-0.5592),tensor(1.1710),tensor(-0.5395),tensor(0.5701),tensor(0.5799),tensor(0.0445),tensor(0.0585),tensor(0.9587),tensor(0.2602),tensor(-0.4033),tensor(-0.1005),tensor(0.7839),tensor(-2.4482),tensor(0.4313),tensor(-1.1444),tensor(0.2910),tensor(1.4825),tensor(0.5289),tensor(0.9084)
