,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
10,tensor(1.2491),tensor(2.5291),tensor(-0.7030),tensor(-0.3478),tensor(1.9651),tensor(-0.4661),tensor(-3.0396),tensor(-1.2788),tensor(2.5934),tensor(0.4781),tensor(-2.5273),tensor(0.0885),tensor(-0.2373),tensor(-1.4343),tensor(-0.4403),tensor(0.4068),tensor(-0.7951),tensor(-1.2637),tensor(-1.6803),tensor(-1.6769),tensor(-0.7997),tensor(-0.5250),tensor(-2.8879),tensor(0.8023),tensor(-0.0787),tensor(1.0115),tensor(-0.8341),tensor(0.7342),tensor(-1.8563),tensor(1.9716),tensor(0.9281),tensor(-1.1451),tensor(2.6522),tensor(-1.6682),tensor(-0.4986),tensor(-1.9193),tensor(2.8281),tensor(-2.4811),tensor(5.2683),tensor(0.4423),tensor(-1.0294),tensor(-1.6476),tensor(1.8237),tensor(0.5754),tensor(-0.8958),tensor(1.4507),tensor(0.0965),tensor(0.3110),tensor(0.5298),tensor(-0.1130),tensor(-0.6169),tensor(0.5079),tensor(0.6328),tensor(0.5583),tensor(-0.6765),tensor(1.2854),tensor(-1.3066),tensor(1.9011),tensor(0.4580),tensor(-0.7134),tensor(-0.3306),tensor(1.0019),tensor(-0.3786),tensor(-0.0097),tensor(-1.6040),tensor(-0.1669),tensor(0.0133),tensor(1.3361),tensor(-1.6339),tensor(1.9369),tensor(-0.0755),tensor(-1.4826),tensor(-1.1389),tensor(-1.1501),tensor(-1.0187),tensor(4.1637),tensor(1.0342),tensor(-1.6120),tensor(0.5054),tensor(-1.6940),tensor(-1.9679),tensor(0.4420),tensor(1.3034),tensor(0.0192),tensor(1.2295),tensor(0.7802),tensor(-0.7551),tensor(-1.7981),tensor(1.4317),tensor(1.1191),tensor(2.3605),tensor(-0.6210),tensor(-0.9246),tensor(-0.6888),tensor(-1.1034),tensor(0.8597),tensor(-0.7743),tensor(-0.4977),tensor(-0.5889),tensor(-0.1415),tensor(-1.4692),tensor(4.2547),tensor(0.5717),tensor(-1.4735),tensor(1.0852),tensor(-1.7600),tensor(-0.7338),tensor(-2.3213),tensor(3.8747),tensor(0.1273),tensor(0.0141),tensor(0.9138),tensor(2.0756),tensor(1.1345),tensor(2.1890),tensor(-2.0533),tensor(2.3941),tensor(-0.6505),tensor(2.3926),tensor(-0.3126),tensor(-1.9607),tensor(2.5564),tensor(1.1002),tensor(-0.5669),tensor(-0.8191),tensor(-2.9881),tensor(-1.4466),tensor(-1.9935)
11,tensor(1.8045),tensor(-0.2606),tensor(-0.8287),tensor(-0.3001),tensor(2.7641),tensor(-2.3815),tensor(-1.3813),tensor(-0.9602),tensor(0.9935),tensor(0.1971),tensor(-0.1984),tensor(1.5156),tensor(-0.6180),tensor(-0.0385),tensor(-0.6421),tensor(2.3582),tensor(0.7912),tensor(-1.2108),tensor(-2.0888),tensor(-1.8879),tensor(-0.7814),tensor(1.4611),tensor(-1.3018),tensor(1.4813),tensor(1.9732),tensor(2.2241),tensor(-2.2165),tensor(0.1400),tensor(0.7896),tensor(0.6323),tensor(-0.4311),tensor(-0.6890),tensor(1.5103),tensor(-1.2977),tensor(1.2188),tensor(-2.2133),tensor(3.0916),tensor(-0.3195),tensor(3.2716),tensor(1.3568),tensor(0.1080),tensor(-0.7839),tensor(3.2142),tensor(1.1511),tensor(-0.0769),tensor(0.8147),tensor(0.9976),tensor(-1.4248),tensor(-0.4824),tensor(1.2290),tensor(-0.5794),tensor(-0.5248),tensor(1.5316),tensor(1.0228),tensor(-0.4571),tensor(-0.5138),tensor(-0.8621),tensor(2.0525),tensor(1.6322),tensor(-0.9916),tensor(0.0734),tensor(1.3737),tensor(-0.0253),tensor(2.5085),tensor(0.7419),tensor(-1.7551),tensor(-0.9994),tensor(1.4401),tensor(-0.9058),tensor(3.7149),tensor(1.5582),tensor(-0.4361),tensor(-2.0793),tensor(1.4816),tensor(-0.7048),tensor(1.1113),tensor(-0.3086),tensor(-0.5221),tensor(-0.6739),tensor(-0.8967),tensor(-2.5766),tensor(0.8636),tensor(0.9622),tensor(-0.6605),tensor(0.2340),tensor(1.6302),tensor(-0.4270),tensor(-0.3661),tensor(-0.6457),tensor(0.4374),tensor(0.4830),tensor(-1.0943),tensor(2.3177),tensor(2.2763),tensor(-1.4778),tensor(0.2136),tensor(-0.8029),tensor(-0.6207),tensor(1.3372),tensor(-0.1986),tensor(0.1432),tensor(1.2475),tensor(-0.0429),tensor(0.6340),tensor(-0.5792),tensor(-0.9002),tensor(0.6432),tensor(-3.1244),tensor(0.4814),tensor(-1.5517),tensor(-0.9409),tensor(1.2915),tensor(0.4199),tensor(-1.0429),tensor(1.9007),tensor(-1.9443),tensor(-1.0341),tensor(-0.6839),tensor(1.7624),tensor(-0.5856),tensor(-1.1432),tensor(0.7023),tensor(0.2368),tensor(-0.5865),tensor(-0.3529),tensor(-2.7785),tensor(-1.5787),tensor(-1.9961)
12,tensor(-2.1116),tensor(-0.2371),tensor(-0.1601),tensor(-1.7657),tensor(1.9194),tensor(0.0675),tensor(-0.0256),tensor(0.1883),tensor(-2.1985),tensor(-1.1631),tensor(0.9621),tensor(1.1584),tensor(0.0112),tensor(1.9065),tensor(-0.1224),tensor(-1.0138),tensor(0.1452),tensor(0.6505),tensor(0.3261),tensor(0.8744),tensor(0.2052),tensor(1.3569),tensor(0.9625),tensor(-1.4292),tensor(-0.6676),tensor(-0.1863),tensor(0.2736),tensor(-0.9350),tensor(0.5234),tensor(-0.7378),tensor(0.4588),tensor(0.4915),tensor(-1.7434),tensor(1.1103),tensor(0.8734),tensor(1.3184),tensor(1.7873),tensor(0.2958),tensor(-1.1293),tensor(-2.3285),tensor(0.7973),tensor(-0.0166),tensor(-1.8746),tensor(0.9031),tensor(1.1123),tensor(-2.0921),tensor(0.1562),tensor(-0.5793),tensor(-0.3780),tensor(0.0894),tensor(-0.1834),tensor(-2.4626),tensor(-1.4232),tensor(-0.6273),tensor(-0.9487),tensor(0.2065),tensor(0.2350),tensor(-2.5520),tensor(0.0912),tensor(-0.6456),tensor(-1.2287),tensor(-1.4732),tensor(-1.0151),tensor(1.6972),tensor(-0.2820),tensor(-0.2061),tensor(-0.0804),tensor(-0.3614),tensor(0.7567),tensor(-3.0980),tensor(0.0210),tensor(-0.0727),tensor(-0.1575),tensor(-0.1047),tensor(-0.3860),tensor(-1.5704),tensor(0.9058),tensor(0.4158),tensor(-1.5987),tensor(1.2100),tensor(-0.1424),tensor(-1.3511),tensor(-1.9241),tensor(0.0086),tensor(0.4114),tensor(-0.6265),tensor(-0.0645),tensor(1.1435),tensor(-0.4213),tensor(-2.3445),tensor(-2.8342),tensor(-0.2734),tensor(0.3219),tensor(1.2894),tensor(0.0088),tensor(-0.0262),tensor(0.0349),tensor(-0.7109),tensor(1.6929),tensor(2.5910),tensor(-0.7815),tensor(0.8986),tensor(-1.3492),tensor(-0.0782),tensor(-1.2551),tensor(-0.1838),tensor(0.1252),tensor(-0.6808),tensor(-0.5006),tensor(-1.3679),tensor(-1.2022),tensor(-0.9876),tensor(-1.7795),tensor(-1.0893),tensor(-1.1814),tensor(0.1642),tensor(-1.4614),tensor(1.1748),tensor(-0.3577),tensor(-0.0669),tensor(0.2534),tensor(-3.4179),tensor(0.0117),tensor(-1.8691),tensor(0.6271),tensor(0.2516),tensor(-0.1693),tensor(-0.6421)
13,tensor(-0.3140),tensor(-1.0142),tensor(0.6276),tensor(-1.1348),tensor(-5.5367),tensor(-1.6790),tensor(1.7565),tensor(-0.1283),tensor(-3.0482),tensor(-1.5181),tensor(4.4470),tensor(-2.8829),tensor(-1.6777),tensor(0.5205),tensor(2.6497),tensor(1.0781),tensor(-0.2816),tensor(-0.6837),tensor(-2.0747),tensor(-0.2038),tensor(0.4079),tensor(3.3300),tensor(3.3221),tensor(-2.1423),tensor(2.0393),tensor(-1.9060),tensor(2.4688),tensor(-3.8304),tensor(4.3502),tensor(-0.5370),tensor(-0.7589),tensor(1.9394),tensor(-3.4731),tensor(2.9248),tensor(2.0807),tensor(5.1085),tensor(0.4074),tensor(0.0152),tensor(-3.0113),tensor(-1.8647),tensor(4.1492),tensor(3.1314),tensor(-3.0265),tensor(-1.0798),tensor(2.8790),tensor(-2.6440),tensor(0.4049),tensor(-3.2310),tensor(-1.7099),tensor(-1.2530),tensor(2.5165),tensor(-0.3668),tensor(-1.5730),tensor(0.3286),tensor(-0.9051),tensor(0.3023),tensor(1.2793),tensor(-4.2336),tensor(-1.7531),tensor(0.4076),tensor(0.2124),tensor(-5.4657),tensor(0.8974),tensor(-2.8713),tensor(3.3827),tensor(1.2302),tensor(-3.4594),tensor(-2.7385),tensor(4.8800),tensor(-2.0784),tensor(4.7329),tensor(1.7685),tensor(-0.8629),tensor(1.5566),tensor(2.4405),tensor(-6.1790),tensor(-2.5726),tensor(1.8510),tensor(-2.5980),tensor(1.6434),tensor(2.2741),tensor(-0.9434),tensor(-1.9022),tensor(1.6360),tensor(1.5287),tensor(0.5367),tensor(2.1093),tensor(0.7564),tensor(-2.5258),tensor(-0.3592),tensor(-1.5592),tensor(1.2848),tensor(0.2084),tensor(0.4896),tensor(-0.4877),tensor(1.0889),tensor(1.3045),tensor(2.0888),tensor(0.2682),tensor(-1.8606),tensor(0.0861),tensor(-4.0617),tensor(2.7344),tensor(2.5818),tensor(-3.4836),tensor(2.8360),tensor(2.0869),tensor(1.3765),tensor(-3.1565),tensor(3.6161),tensor(2.9336),tensor(-1.8920),tensor(-3.3759),tensor(2.2014),tensor(-1.4401),tensor(2.2652),tensor(-5.1776),tensor(-1.6075),tensor(-2.7336),tensor(2.5275),tensor(0.7506),tensor(-6.3484),tensor(-1.2908),tensor(-1.0896),tensor(0.2238),tensor(2.4635),tensor(0.3921),tensor(1.6582)
14,tensor(1.7067),tensor(0.2663),tensor(0.9675),tensor(-0.1072),tensor(3.0675),tensor(-2.9395),tensor(-3.9323),tensor(-1.2479),tensor(0.3218),tensor(0.1568),tensor(-2.5377),tensor(1.0770),tensor(-0.0711),tensor(1.4627),tensor(1.2627),tensor(1.0729),tensor(0.2231),tensor(-1.5457),tensor(-2.5573),tensor(-3.9976),tensor(-0.8637),tensor(1.3793),tensor(-2.4797),tensor(-2.2090),tensor(-0.3342),tensor(0.6969),tensor(-2.3396),tensor(1.8425),tensor(1.1013),tensor(0.4741),tensor(-0.6802),tensor(-1.3494),tensor(1.8882),tensor(-0.6648),tensor(0.5628),tensor(-1.1303),tensor(5.1528),tensor(-1.3892),tensor(1.9998),tensor(-0.0067),tensor(-0.1830),tensor(-1.4130),tensor(0.3816),tensor(3.0502),tensor(0.7919),tensor(-0.2309),tensor(0.8139),tensor(-0.2848),tensor(0.0109),tensor(3.2287),tensor(-3.1602),tensor(-0.2465),tensor(0.3899),tensor(0.4579),tensor(0.4715),tensor(-1.9248),tensor(0.8198),tensor(-0.1929),tensor(-0.1353),tensor(-0.6688),tensor(-2.0684),tensor(2.0002),tensor(1.5846),tensor(2.3601),tensor(-0.6174),tensor(-1.3085),tensor(-1.0626),tensor(0.9392),tensor(-3.0023),tensor(3.9639),tensor(3.2882),tensor(-2.6620),tensor(-1.7445),tensor(1.8331),tensor(0.4484),tensor(2.2040),tensor(2.2437),tensor(1.0544),tensor(-2.5518),tensor(-0.5072),tensor(-2.1861),tensor(-0.6556),tensor(1.3567),tensor(0.4896),tensor(2.3526),tensor(3.3322),tensor(-0.1520),tensor(-1.7704),tensor(0.0005),tensor(-2.6027),tensor(-0.0475),tensor(-1.2431),tensor(-0.0433),tensor(1.9591),tensor(-2.2378),tensor(1.5374),tensor(0.7970),tensor(-1.5395),tensor(2.4484),tensor(0.4575),tensor(-1.0288),tensor(4.4631),tensor(-1.0594),tensor(-0.4752),tensor(0.9176),tensor(-0.2378),tensor(-0.8506),tensor(-3.3453),tensor(1.2881),tensor(-2.4932),tensor(-2.8372),tensor(0.5480),tensor(0.4652),tensor(-0.1164),tensor(3.9345),tensor(-2.9944),tensor(0.4980),tensor(-0.4448),tensor(1.9842),tensor(-0.1718),tensor(-0.1508),tensor(0.1762),tensor(1.7244),tensor(-2.6706),tensor(-0.2621),tensor(-2.4995),tensor(-1.5156),tensor(-0.5531)
15,tensor(-6.8801),tensor(-1.3121),tensor(-3.8257),tensor(0.1410),tensor(-9.5332),tensor(0.1355),tensor(4.7137),tensor(1.3692),tensor(-2.3314),tensor(0.8100),tensor(2.8654),tensor(-3.1762),tensor(0.5732),tensor(-3.9830),tensor(-1.7023),tensor(-2.5993),tensor(3.9970),tensor(1.8013),tensor(8.0454),tensor(6.8280),tensor(-1.8230),tensor(-6.5018),tensor(4.3085),tensor(-5.7668),tensor(-5.4037),tensor(-4.2236),tensor(3.0929),tensor(1.4773),tensor(-1.0803),tensor(0.3722),tensor(0.9938),tensor(-0.9401),tensor(-5.7232),tensor(-0.4807),tensor(-0.4322),tensor(1.0378),tensor(-2.4840),tensor(0.2990),tensor(-10.3290),tensor(-4.5266),tensor(-2.4587),tensor(1.2186),tensor(-4.0390),tensor(-3.4154),tensor(1.4324),tensor(-4.5046),tensor(-0.6577),tensor(5.2530),tensor(1.3901),tensor(-1.6635),tensor(3.7340),tensor(2.0800),tensor(-5.6619),tensor(1.5523),tensor(-2.3539),tensor(-1.8852),tensor(2.4382),tensor(-2.9556),tensor(-2.3053),tensor(7.5619),tensor(-3.6285),tensor(-1.9387),tensor(0.4127),tensor(-3.7692),tensor(-5.0397),tensor(2.8272),tensor(0.7613),tensor(-3.5004),tensor(0.7359),tensor(-7.7799),tensor(-3.4028),tensor(3.5536),tensor(8.1689),tensor(-0.1210),tensor(3.5305),tensor(-10.8282),tensor(-4.9068),tensor(-1.6868),tensor(-5.2795),tensor(-0.3837),tensor(4.1907),tensor(-2.5939),tensor(-3.4044),tensor(-0.7534),tensor(-1.9138),tensor(-7.0887),tensor(-2.4274),tensor(2.7446),tensor(0.8279),tensor(-2.2018),tensor(-8.5076),tensor(1.2259),tensor(-2.3260),tensor(-4.3055),tensor(0.9697),tensor(1.3530),tensor(2.9755),tensor(1.2900),tensor(-3.1320),tensor(-2.1102),tensor(-1.5246),tensor(-4.2379),tensor(2.8359),tensor(-0.3920),tensor(1.7998),tensor(4.4920),tensor(-4.1443),tensor(4.3385),tensor(-4.3356),tensor(6.4864),tensor(2.4190),tensor(-0.6592),tensor(1.5321),tensor(4.5852),tensor(-3.5728),tensor(6.3605),tensor(2.1857),tensor(-5.2969),tensor(-4.5204),tensor(3.1564),tensor(2.6091),tensor(-0.6081),tensor(-1.3254),tensor(0.5361),tensor(-2.9466),tensor(4.6964),tensor(0.4637),tensor(5.9589)
16,tensor(1.7765),tensor(1.0932),tensor(0.4270),tensor(-0.4868),tensor(1.0082),tensor(-0.8083),tensor(-1.4189),tensor(-0.4805),tensor(1.4805),tensor(-0.8785),tensor(-1.5221),tensor(-0.4107),tensor(0.2516),tensor(-1.4528),tensor(0.5405),tensor(2.2822),tensor(-0.7395),tensor(-1.8757),tensor(0.5030),tensor(-1.3450),tensor(-1.6450),tensor(-1.6180),tensor(-1.2959),tensor(0.6058),tensor(0.2232),tensor(2.0911),tensor(-1.7840),tensor(1.6313),tensor(-1.0585),tensor(1.5615),tensor(1.0597),tensor(-0.2310),tensor(1.3306),tensor(-1.4969),tensor(-0.8965),tensor(-0.6444),tensor(2.0493),tensor(-1.0132),tensor(2.9482),tensor(2.8257),tensor(-1.4195),tensor(0.0782),tensor(2.1055),tensor(0.7451),tensor(-1.9558),tensor(2.4398),tensor(-1.4541),tensor(-0.3566),tensor(-0.5497),tensor(2.0521),tensor(-1.9474),tensor(2.1655),tensor(0.8858),tensor(1.9523),tensor(-0.0900),tensor(-0.6266),tensor(-0.1159),tensor(3.5431),tensor(0.6763),tensor(-0.5538),tensor(-0.2635),tensor(2.8034),tensor(0.0917),tensor(-0.0287),tensor(-0.9273),tensor(-0.9615),tensor(-1.0291),tensor(0.4962),tensor(-2.3860),tensor(0.6639),tensor(0.0284),tensor(-0.3253),tensor(-0.9307),tensor(0.2265),tensor(-0.1510),tensor(1.3344),tensor(-0.9309),tensor(-1.3248),tensor(1.8098),tensor(-0.5337),tensor(-1.3979),tensor(0.5486),tensor(1.6065),tensor(-0.6043),tensor(-1.6293),tensor(-0.8460),tensor(-0.9291),tensor(-2.6833),tensor(0.2861),tensor(1.8808),tensor(1.9783),tensor(-0.9508),tensor(0.7941),tensor(-0.0444),tensor(-0.9536),tensor(-0.0274),tensor(-1.0392),tensor(0.5819),tensor(1.4538),tensor(-1.2126),tensor(-1.2732),tensor(0.6934),tensor(-1.0234),tensor(0.0725),tensor(0.0999),tensor(-1.2218),tensor(-0.1619),tensor(-1.5511),tensor(1.6710),tensor(0.5080),tensor(0.3238),tensor(0.4658),tensor(0.7353),tensor(-0.2450),tensor(0.7081),tensor(-0.5490),tensor(2.4056),tensor(0.7650),tensor(0.6302),tensor(-0.0447),tensor(-2.2472),tensor(2.4295),tensor(1.6072),tensor(-0.3221),tensor(0.1638),tensor(-2.7338),tensor(-1.3977),tensor(-1.1331)
17,tensor(-2.2447),tensor(-2.7509),tensor(0.2242),tensor(0.9000),tensor(-2.4752),tensor(0.0971),tensor(1.0527),tensor(4.5249),tensor(-1.0228),tensor(-1.1678),tensor(3.1317),tensor(-1.0860),tensor(0.4412),tensor(1.4894),tensor(-0.7753),tensor(-2.5542),tensor(1.8904),tensor(1.3948),tensor(0.1637),tensor(0.1798),tensor(1.0300),tensor(0.8979),tensor(1.2341),tensor(-2.9047),tensor(-0.5676),tensor(-1.9364),tensor(0.9569),tensor(-1.7288),tensor(0.9365),tensor(-2.6218),tensor(1.0529),tensor(-1.3268),tensor(-1.9454),tensor(2.2353),tensor(1.0786),tensor(1.4826),tensor(0.6519),tensor(3.8404),tensor(-3.7781),tensor(-3.6386),tensor(1.4857),tensor(3.4738),tensor(-5.6813),tensor(-0.2191),tensor(1.7635),tensor(-5.0134),tensor(0.1376),tensor(-1.4002),tensor(-0.3549),tensor(-1.8213),tensor(3.4041),tensor(-1.5419),tensor(-1.6374),tensor(-2.7223),tensor(-0.6978),tensor(1.2526),tensor(4.9913),tensor(-3.0914),tensor(-1.4585),tensor(3.7547),tensor(-3.3248),tensor(-2.2891),tensor(-0.9003),tensor(-1.3215),tensor(0.0787),tensor(0.8877),tensor(-0.3539),tensor(-2.9298),tensor(2.2755),tensor(-2.9513),tensor(0.0068),tensor(0.5480),tensor(0.7059),tensor(1.4826),tensor(0.9799),tensor(-3.1461),tensor(-0.9254),tensor(1.5970),tensor(0.6684),tensor(1.7101),tensor(1.5089),tensor(1.8457),tensor(-1.9719),tensor(-0.5619),tensor(-3.5488),tensor(-0.1440),tensor(0.4389),tensor(3.2893),tensor(1.1208),tensor(-2.4404),tensor(-2.0893),tensor(0.7934),tensor(-0.0738),tensor(-1.2930),tensor(0.2412),tensor(-0.2805),tensor(-0.4395),tensor(2.1611),tensor(-0.0746),tensor(-1.8565),tensor(-0.9512),tensor(-4.4069),tensor(-1.2320),tensor(0.2283),tensor(0.3386),tensor(1.8492),tensor(2.5100),tensor(1.8940),tensor(-3.3936),tensor(0.7431),tensor(-0.9772),tensor(-2.3024),tensor(-3.5342),tensor(1.1867),tensor(-0.9425),tensor(2.9323),tensor(-2.9291),tensor(0.6393),tensor(-3.2365),tensor(-0.0518),tensor(3.2083),tensor(-6.6160),tensor(-0.6290),tensor(-1.9387),tensor(-0.2539),tensor(1.9286),tensor(4.0703),tensor(3.2739)
18,tensor(1.6846),tensor(-1.0081),tensor(-0.2191),tensor(-2.1099),tensor(2.9473),tensor(-0.9834),tensor(-3.3931),tensor(-1.1660),tensor(1.9542),tensor(0.2674),tensor(-2.7541),tensor(0.8621),tensor(0.2012),tensor(-0.5618),tensor(0.1880),tensor(-0.2257),tensor(-0.2481),tensor(-0.6067),tensor(-1.4606),tensor(-2.5313),tensor(1.0644),tensor(0.6529),tensor(-3.1999),tensor(-0.8220),tensor(-0.0739),tensor(1.3656),tensor(-0.7480),tensor(0.2076),tensor(0.1660),tensor(2.0927),tensor(1.7574),tensor(-2.1429),tensor(1.3478),tensor(-0.0027),tensor(0.8957),tensor(-0.3849),tensor(3.7615),tensor(-2.3190),tensor(1.7838),tensor(0.2575),tensor(-0.5899),tensor(-0.5466),tensor(-0.6187),tensor(1.9788),tensor(0.5169),tensor(0.1680),tensor(0.3637),tensor(-0.0581),tensor(1.0297),tensor(2.0183),tensor(-1.0425),tensor(-1.1639),tensor(-0.7975),tensor(-1.4153),tensor(0.8378),tensor(-0.7173),tensor(-0.1246),tensor(0.7684),tensor(2.4496),tensor(-1.2347),tensor(-1.6867),tensor(0.9919),tensor(-0.8151),tensor(0.6574),tensor(-1.2810),tensor(-0.5263),tensor(0.4714),tensor(1.2984),tensor(-0.7498),tensor(0.0538),tensor(0.2119),tensor(-1.4670),tensor(-3.0749),tensor(-0.8220),tensor(-0.2668),tensor(2.5279),tensor(3.8808),tensor(-0.9579),tensor(0.2368),tensor(1.2161),tensor(-1.2870),tensor(-0.6811),tensor(-0.6481),tensor(-2.5863),tensor(-0.2457),tensor(1.0731),tensor(-0.8611),tensor(-3.3277),tensor(1.6252),tensor(-0.8193),tensor(2.2963),tensor(-0.7038),tensor(-1.0711),tensor(0.4565),tensor(-2.3632),tensor(0.3702),tensor(0.5695),tensor(-0.3710),tensor(0.7086),tensor(-0.9413),tensor(-0.6985),tensor(3.1453),tensor(-0.0271),tensor(-0.0773),tensor(1.4377),tensor(-1.6676),tensor(-1.1860),tensor(-2.8031),tensor(0.1055),tensor(-0.6768),tensor(0.0915),tensor(-1.3099),tensor(1.5608),tensor(-0.4929),tensor(2.7731),tensor(-1.6952),tensor(0.9819),tensor(0.1131),tensor(2.1749),tensor(-2.0005),tensor(-0.8749),tensor(-0.6015),tensor(1.3502),tensor(-1.3482),tensor(1.6211),tensor(-2.0652),tensor(-1.6556),tensor(-1.6552)
19,tensor(-0.7752),tensor(-0.5109),tensor(-1.5749e-06),tensor(-1.1681),tensor(0.3722),tensor(2.0254),tensor(1.7498),tensor(0.0224),tensor(-0.1482),tensor(-0.4085),tensor(0.0563),tensor(0.0108),tensor(1.3438),tensor(1.3038),tensor(-1.0374),tensor(-1.4914),tensor(-2.0948),tensor(1.4703),tensor(1.2909),tensor(0.4655),tensor(1.1903),tensor(0.7664),tensor(0.7500),tensor(-1.3588),tensor(1.2383),tensor(-2.8020),tensor(-0.8016),tensor(-1.4932),tensor(0.8644),tensor(-1.3137),tensor(1.0265),tensor(-0.0820),tensor(-0.8116),tensor(2.4964),tensor(1.6167),tensor(0.8713),tensor(-1.3089),tensor(-0.8635),tensor(-2.1914),tensor(-0.8471),tensor(0.2340),tensor(-0.4409),tensor(-0.2971),tensor(1.2400),tensor(0.0422),tensor(-0.7908),tensor(-0.0659),tensor(-0.6553),tensor(1.4513),tensor(0.1908),tensor(-0.6298),tensor(-0.8882),tensor(-1.8890),tensor(-0.9043),tensor(0.6800),tensor(-0.0428),tensor(0.6590),tensor(-2.1639),tensor(2.2046),tensor(-0.7859),tensor(1.4488),tensor(-0.0517),tensor(-0.9636),tensor(2.5472),tensor(1.1609),tensor(0.9134),tensor(0.3166),tensor(-0.4616),tensor(0.6609),tensor(-3.9968),tensor(0.5169),tensor(-0.0473),tensor(1.6285),tensor(-1.5903),tensor(0.1172),tensor(-0.5063),tensor(1.3514),tensor(-0.4151),tensor(1.3222),tensor(3.3060),tensor(-1.3742),tensor(-1.3421),tensor(-1.2876),tensor(-0.2336),tensor(-1.0840),tensor(-0.1391),tensor(0.4467),tensor(-1.1292),tensor(-0.4578),tensor(-0.5361),tensor(-0.5543),tensor(2.1703),tensor(-2.2030),tensor(-0.3834),tensor(-0.1445),tensor(-1.3001),tensor(0.2317),tensor(-0.9213),tensor(1.2908),tensor(0.5393),tensor(0.7107),tensor(-0.3362),tensor(-1.6877),tensor(0.7952),tensor(-0.4186),tensor(-0.8350),tensor(0.7903),tensor(-0.0139),tensor(-1.6414),tensor(-1.7551),tensor(1.3510),tensor(-1.2577),tensor(-2.6414),tensor(-1.2656),tensor(-0.5891),tensor(-0.7584),tensor(-1.2584),tensor(0.6193),tensor(-0.9455),tensor(-1.8763),tensor(-0.1227),tensor(-2.9758),tensor(0.2243),tensor(-0.7869),tensor(2.3471),tensor(1.5958),tensor(1.0107),tensor(0.0876)
20,tensor(-1.6409),tensor(-2.6428),tensor(-1.1108),tensor(0.5882),tensor(-3.5827),tensor(-0.1267),tensor(1.5022),tensor(0.6081),tensor(-0.8566),tensor(1.2742),tensor(2.6718),tensor(-2.3016),tensor(-0.0254),tensor(-0.2183),tensor(0.4519),tensor(-2.1281),tensor(0.4770),tensor(1.4933),tensor(1.2446),tensor(1.9347),tensor(0.8960),tensor(2.1965),tensor(2.4680),tensor(-1.0997),tensor(-1.5177),tensor(-0.1111),tensor(1.1914),tensor(-1.5064),tensor(1.3009),tensor(-1.6909),tensor(-0.7129),tensor(0.7344),tensor(-1.9181),tensor(0.8775),tensor(-0.3709),tensor(1.5798),tensor(-2.1668),tensor(1.2051),tensor(-3.0856),tensor(-1.8556),tensor(-0.0539),tensor(2.7543),tensor(-2.2397),tensor(-1.5605),tensor(1.0903),tensor(-1.8429),tensor(0.0074),tensor(0.3212),tensor(0.3174),tensor(-1.8714),tensor(2.0172),tensor(0.2965),tensor(-1.7702),tensor(-0.2317),tensor(0.5234),tensor(0.3599),tensor(0.8684),tensor(-0.9440),tensor(-1.7612),tensor(1.3980),tensor(-0.1472),tensor(-2.7835),tensor(-1.6787),tensor(-1.2880),tensor(1.5651),tensor(1.5481),tensor(-1.4271),tensor(-0.3657),tensor(2.7819),tensor(-4.0346),tensor(0.3150),tensor(0.4474),tensor(1.0702),tensor(1.3129),tensor(1.0885),tensor(-2.1358),tensor(0.5631),tensor(1.3138),tensor(-0.5652),tensor(1.3523),tensor(1.7080),tensor(1.7483),tensor(-1.7526),tensor(-0.4189),tensor(-1.3138),tensor(-1.0132),tensor(1.3854),tensor(2.8744),tensor(1.3948),tensor(-1.0040),tensor(-1.4722),tensor(0.8420),tensor(-1.8147),tensor(-1.2729),tensor(0.9371),tensor(0.5776),tensor(-0.7385),tensor(2.6532),tensor(-1.5844),tensor(-0.6439),tensor(-0.6086),tensor(-2.8181),tensor(-0.3731),tensor(0.0631),tensor(-0.7142),tensor(2.0536),tensor(1.1007),tensor(2.4132),tensor(-2.0110),tensor(1.6528),tensor(-0.0197),tensor(-0.4278),tensor(-1.1747),tensor(0.5542),tensor(-0.9372),tensor(3.6361),tensor(-2.1748),tensor(-0.3888),tensor(-1.9578),tensor(-0.3237),tensor(2.9588),tensor(-0.6505),tensor(-0.3916),tensor(1.6305),tensor(0.1138),tensor(2.2418),tensor(0.4109),tensor(1.6638)
